,phi_1,phi_2,phi_3,phi_4
319,3.1013264070026834,2.4633490938685325,2.1261761117202926,1.9084319103861793
320,3.1018424959891613,2.469649330499168,2.1319780954170393,1.912488458975257
321,3.102344357483404,2.4758367974935434,2.137724519831691,1.916523803800857
322,3.1028325781859363,2.4819141171183037,2.1434158828451015,1.9205380352308237
323,3.103307712943095,2.487883848068232,2.1490526850194236,1.9245312444122318
324,3.103770286879521,2.493748486438906,2.1546354291785788,1.928503523235046
325,3.10422079736166,2.4995104667552863,2.160164620006793,1.9324549642964857
326,3.104659715807681,2.5051721630470425,2.165640763664762,1.9363856608660819
327,3.1050874893576554,2.5107358899623153,2.1710643674230146,1.9402957068514315
328,3.105504542416406,2.516203903912414,2.176435939312023,1.9441851967646406
329,3.1059112780802174,2.5215784042407132,2.181755987788619,1.9480542256894529
330,3.106308079457468,2.526861534409688,2.187025021418252,1.951902889249062
331,3.1066953108922757,2.532055383200658,2.1922435485726472,1.9557312835745992
332,3.107073319099361,2.5371619859214016,2.197412077142393,1.9595395052742937
333,3.107442434217555,2.5421833256173034,2.2025311142640143,1.9633276514033002
334,3.1078029707886663,2.547121334282213,2.2076011660610737,1.9670958194341868
335,3.1081552286678127,2.551977894065603,2.2126227373988456,1.9708441072280765
336,3.1084994938707404,2.556754838473038,2.2175963316521266,1.974572613006441
337,3.108836039363169,2.5614539535573173,2.2225224504857293,1.9782814353235327
338,3.1091651257967263,2.5660769790979896,2.22740159364723,1.9819706730394562
339,3.109487002195655,2.570625609767238,2.2322342587715363,1.9856404252938642
340,3.1098019065980704,2.5751014962804106,2.237020941196852,1.9892907914802793
341,3.1101100666552637,2.5795062465297067,2.2417621337916227,1.9929218712210268
342,3.110411700192192,2.583841426699766,2.246458326792055,1.9965337643427767
343,3.110707015732079,2.5881085623640927,2.251110007649801,2.000126570852683
344,3.110996212987761,2.592309139561448,2.2557176608894314,2.003700390915118
345,3.1112794833222224,2.596444605851479,2.260281767975296,2.007255324828984
346,3.1115570101805443,2.6005163713490274,2.264802807187411,2.0107914730056082
347,3.1118289694953196,2.604525809736666,2.2692812535060014,2.0143089359472017
348,3.1120955300674122,2.608474259255149,2.273717578504344,2.017807814225877
349,3.1123568539237962,2.6123630236715503,2.2781122502495674,2.021288208463219
350,3.112613096654063,2.6161933732249625,2.2824657332110685,2.0247502193104
351,3.112864407727073,2.6199665455497145,2.2867784881762225,2.028193947428827
352,3.1131109307890936,2.6236837465761313,2.2910509721730636,2.031619493471316
353,3.113352803944687,2.627346151408927,2.295283638399636,2.035026958063787
354,3.113590160021492,2.630954905183381,2.2994769361597074,2.0384164417874673
355,3.113823126819967,2.6345111238994905,2.3036313108045685,2.041788045161594
356,3.114051827349089,2.6380158952343327,2.307747203680624,2.045141868626611
357,3.1142763800489113,2.641470279332926,2.311825052082518,2.048478012527854
358,3.1144968990008333,2.644875309577878,2.315865289211526,2.051796577099705
359,3.114713494126363,2.6482319933381677,2.319868344138957,2.0550976624502177
360,3.1149262713751056,2.651541312697415,2.3238346417743374,2.058381368546205
361,3.115135332902644,2.6548042251620054,2.327764602838124,2.0616477951987706
362,3.1153407772389508,2.6580216643494703,2.3316586438387317,2.0648970420492905
363,3.1155426994479014,2.6611945406575175,2.3355171770536503,2.068129208555823
364,3.1157411912784494,2.66432374191413,2.3393406105144527,2.0713443939799485
365,3.1159363413079477,2.6674101340091476,2.343129347995474,2.0745426973740235
366,3.1161282350781048,2.670454561507762,2.346883789005985,2.07772421756885
367,3.116316955224005,2.6734578482463456,2.350604328785664,2.0808890531617394
368,3.1165025815966025,2.6764207979110513,2.3542913583031893,2.084037302504975
369,3.1166851913790743,2.6793441945996084,2.3579452642577827,2.087169063694662
